Data;Dólar;Euro;Iene;Exportações;Importações;SELIC;Balança Comercial
30/12/2024;6.1923;6.4282;0.0394;829.6352282;1553.594398;12.25;-291.3935484
31/12/2024;6.1923;6.4363;0.03947;934.1907155;1169.436734;12.25;-291.3935484
01/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
02/01/2025;6.2086;6.3793;0.03952;864.3297499;834.8868567;12.25;-157.1466176
03/01/2025;6.1563;6.3342;0.03911;793.3447057;850.4401509;12.25;-157.1466176
04/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
05/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
06/01/2025;6.1119;6.3533;0.03881;956.1645806;817.5438246;12.25;-157.1466176
07/01/2025;6.0741;6.3013;0.03846;1041.10638;625.7748504;12.25;-157.1466176
08/01/2025;6.1321;6.3179;0.03872;868.3547818;929.6626797;12.25;-157.1466176
09/01/2025;6.0896;6.2723;0.03855;1386.812856;530.6089374;12.25;-157.1466176
10/01/2025;6.0965;6.2501;0.0387;669.8652081;730.5416358;12.25;-157.1466176
11/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
12/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
13/01/2025;6.1079;6.2288;0.03878;923.8953506;916.4274509;12.25;-157.1466176
14/01/2025;6.0671;6.2461;0.03841;1339.479372;996.9802554;12.25;-157.1466176
15/01/2025;6.0377;6.2231;0.03864;1238.126542;884.3795795;12.25;-157.1466176
16/01/2025;6.0322;6.2144;0.03881;968.6736494;1179.071897;12.25;-157.1466176
17/01/2025;6.0609;6.2427;0.03883;831.8058067;898.5813328;12.25;-157.1466176
18/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
19/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
20/01/2025;6.0498;6.2924;0.03886;783.9106116;272.8660095;12.25;-157.1466176
21/01/2025;6.044;6.2864;0.03892;1424.969806;663.6044664;12.25;-157.1466176
22/01/2025;5.9674;6.218;0.03816;1332.253764;928.1445358;12.25;-157.1466176
23/01/2025;5.9399;6.1757;0.03804;1349.664296;970.1191061;12.25;-157.1466176
24/01/2025;5.8925;6.1971;0.03784;1057.118724;676.0880843;12.25;-157.1466176
25/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
26/01/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;12.25;-157.1466176
27/01/2025;5.9272;6.2236;0.0384;722.6319673;822.4242525;12.25;-157.1466176
28/01/2025;5.893;6.1435;0.03785;1195.709765;1172.538708;12.25;-157.1466176
29/01/2025;5.8596;6.1063;0.03781;813.0566466;2126.517172;12.25;-157.1466176
30/01/2025;5.9006;6.1555;0.03828;735.4819625;1046.281049;13.25;-157.1466176
31/01/2025;5.8301;6.0616;0.03765;677.3357954;877.4182472;13.25;-157.1466176
01/02/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;13.25;-157.1466176
02/02/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;13.25;-157.1466176
03/02/2025;5.8687;6.053;0.03792;654.3331889;595.4398999;13.25;-157.1466176
04/02/2025;5.7927;6.0134;0.03746;1063.396635;515.5872352;13.25;-157.1466176
05/02/2025;5.7997;6.045;0.03812;668.557267;680.7456135;13.25;-157.1466176
06/02/2025;5.7856;5.9997;0.03814;805.7201356;614.6129138;13.25;-157.1466176
07/02/2025;5.7557;5.9595;0.03802;564.9372511;809.6800801;13.25;-157.1466176
08/02/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;13.25;-157.1466176
09/02/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;13.25;-157.1466176
10/02/2025;5.7808;5.9641;0.03813;679.5034876;683.411831;13.25;-157.1466176
11/02/2025;5.7788;5.9753;0.0379;684.4225562;608.8588798;13.25;-157.1466176
12/02/2025;5.7711;5.9875;0.03737;947.6416909;811.9474906;13.25;-157.1466176
13/02/2025;5.7788;6.0296;0.03774;878.7067993;905.4363068;13.25;-157.1466176
14/02/2025;5.7283;6.0199;0.03765;795.8776068;810.3330699;13.25;-157.1466176
15/02/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;13.25;-157.1466176
16/02/2025;5.530926667;5.944090588;0.036309176;934.1907155;1169.436734;13.25;-157.1466176
17/02/2025;5.7105;5.9846;0.03773;934.1907155;1169.436734;13.25;-157.1466176
18/02/2025;5.6979;5.964;0.03757;934.1907155;1169.436734;13.25;-157.1466176
19/02/2025;5.7087;5.9513;0.0377;934.1907155;1169.436734;13.25;-157.1466176
20/02/2025;5.7019;5.9722;0.03814;934.1907155;1169.436734;13.25;-157.1466176
21/02/2025;5.7027;5.9622;0.03814;934.1907155;1169.436734;13.25;-157.1466176
